vars: 3090
clauses: 16251
i: 0.52,0.39,0.48,0.5,0.65,0.71,0.73
s: 3
t: 0.791
c: 7
mem: 2688.0

i: 0.36,0.56,0.48,0.5,0.43,0.45,0.53
s: 4
t: 0.473
c: 6
mem: 1808.0

i: 0.88,0.42,0.48,0.5,0.52,0.73,0.75
s: 4
t: 0.683
c: 6
mem: 1440.0

i: 0.17,0.39,0.48,0.5,0.53,0.3,0.39
s: 3
t: 0.556
c: 6
mem: 2064.0

i: 0.69,0.67,0.48,0.5,0.3,0.39,0.24
s: 4
t: 0.413
c: 6
mem: 1680.0

i: 0.64,0.46,0.48,0.5,0.48,0.73,0.76
s: 4
t: 0.454
c: 6
mem: 1024.0

i: 0.54,0.57,0.48,0.5,0.56,0.81,0.83
s: 3
t: 0.784
c: 7
mem: 656.0

i: 0.43,0.37,0.48,0.5,0.53,0.35,0.44
s: 3
t: 0.490
c: 6
mem: 736.0

i: 0.31,0.47,0.48,0.5,0.29,0.28,0.39
s: 3
t: 0.392
c: 6
mem: 656.0

i: 0.55,0.47,0.48,0.5,0.57,0.78,0.8
s: 3
t: 0.736
c: 7
mem: 1040.0

i: 0.78,0.68,0.48,0.5,0.83,0.4,0.29
s: 4
t: 0.163
c: 6
mem: 768.0

i: 0.26,0.4,0.48,0.5,0.36,0.26,0.37
s: 3
t: 0.477
c: 6
mem: 960.0

i: 0.67,0.39,0.48,0.5,0.36,0.38,0.46
s: 4
t: 0.496
c: 6
mem: 544.0

i: 0.0,0.51,0.48,0.5,0.35,0.67,0.44
s: 4
t: 0.953
c: 7
mem: 1536.0

i: 0.63,0.71,0.48,0.5,0.6,0.4,0.39
s: 5
t: 0.440
c: 6
mem: 448.0

i: 0.74,0.44,0.48,0.5,0.55,0.88,0.89
s: 4
t: 0.843
c: 7
mem: 960.0

i: 0.33,0.45,0.48,0.5,0.45,0.88,0.89
s: 3
t: 0.786
c: 7
mem: 624.0

i: 0.07,0.4,0.48,0.5,0.54,0.35,0.44
s: 3
t: 0.544
c: 6
mem: 720.0

i: 0.65,0.57,0.48,0.5,0.47,0.47,0.51
s: 4
t: 0.364
c: 6
mem: 240.0

i: 0.63,0.8,0.48,0.5,0.46,0.31,0.29
s: 4
t: 0.391
c: 6
mem: 336.0

i: 0.58,0.6,0.48,0.5,0.59,0.73,0.76
s: 4
t: 1.031
c: 7
mem: 1776.0

i: 0.76,0.71,0.48,0.5,0.5,0.71,0.75
s: 4
t: 0.844
c: 6
mem: 992.0

i: 0.57,0.38,0.48,0.5,0.06,0.49,0.33
s: 4
t: 0.501
c: 6
mem: 1024.0

i: 0.69,0.8,0.48,0.5,0.46,0.57,0.26
s: 4
t: 0.398
c: 6
mem: 448.0

i: 0.34,0.51,0.48,0.5,0.44,0.37,0.46
s: 4
t: 0.472
c: 6
mem: 368.0

i: 0.72,0.42,0.48,0.5,0.65,0.77,0.79
s: 5
t: 0.453
c: 6
mem: 384.0

i: 0.61,0.47,0.48,0.5,0.0,0.8,0.32
s: 4
t: 0.768
c: 7
mem: 640.0

i: 0.74,0.56,0.48,0.5,0.47,0.68,0.3
s: 4
t: 0.576
c: 7
mem: 432.0

i: 0.83,0.37,0.48,0.5,0.61,0.71,0.74
s: 4
t: 0.830
c: 6
mem: 704.0

i: 0.36,0.39,0.48,0.5,0.48,0.22,0.23
s: 3
t: 0.441
c: 6
mem: 464.0

i: 0.72,0.86,0.48,0.5,0.17,0.55,0.21
s: 4
t: 0.468
c: 6
mem: 432.0

i: 0.3,0.37,0.48,0.5,0.59,0.41,0.49
s: 4
t: 0.505
c: 6
mem: 688.0

i: 0.81,0.52,0.48,0.5,0.57,0.78,0.8
s: 3
t: 0.584
c: 6
mem: 1712.0

i: 0.32,0.39,0.48,0.5,0.53,0.28,0.38
s: 5
t: 0.368
c: 6
mem: 368.0

i: 0.7,0.61,0.48,0.5,0.56,0.52,0.43
s: 4
t: 0.340
c: 6
mem: 304.0

i: 0.34,0.49,0.48,0.5,0.58,0.85,0.8
s: 3
t: 0.817
c: 7
mem: 496.0

i: 0.63,0.54,0.48,0.5,0.65,0.79,0.81
s: 5
t: 0.724
c: 7
mem: 272.0

i: 0.79,0.54,0.48,0.5,0.5,0.66,0.68
s: 4
t: 0.552
c: 6
mem: 672.0

i: 0.58,0.34,0.48,0.5,0.56,0.87,0.81
s: 4
t: 0.821
c: 7
mem: 432.0

i: 0.24,0.35,0.48,0.5,0.31,0.19,0.31
s: 3
t: 0.470
c: 6
mem: 256.0

i: 0.23,0.32,0.48,0.5,0.55,0.25,0.35
s: 3
t: 0.541
c: 6
mem: 528.0

i: 0.68,0.82,0.48,0.5,0.38,0.65,0.56
s: 5
t: 0.491
c: 7
mem: 272.0

i: 0.7,0.64,0.48,0.5,0.47,0.51,0.47
s: 4
t: 0.311
c: 6
mem: 128.0

i: 0.71,0.52,0.48,0.5,0.64,1.0,0.99
s: 4
t: 0.816
c: 7
mem: 416.0

i: 0.66,0.53,0.48,0.5,0.59,0.66,0.66
s: 5
t: 0.729
c: 7
mem: 320.0

i: 0.34,0.42,0.48,0.5,0.41,0.34,0.43
s: 3
t: 0.504
c: 6
mem: 416.0

i: 0.27,0.3,0.48,0.5,0.71,0.28,0.39
s: 3
t: 0.457
c: 6
mem: 432.0

i: 0.47,0.29,0.48,0.5,0.51,0.33,0.43
s: 3
t: 0.479
c: 6
mem: 448.0

i: 0.64,0.84,0.48,0.5,0.37,0.45,0.4
s: 4
t: 0.431
c: 6
mem: 592.0

i: 0.84,0.44,0.48,0.5,0.48,0.71,0.74
s: 4
t: 0.920
c: 6
mem: 800.0

i: 0.16,0.43,0.48,0.5,0.54,0.27,0.37
s: 2
t: 0.600
c: 6
mem: 640.0

i: 0.04,0.31,0.48,0.5,0.41,0.29,0.39
s: 3
t: 0.499
c: 6
mem: 544.0

i: 0.5,0.37,0.48,0.5,0.66,0.64,0.69
s: 3
t: 0.909
c: 7
mem: 416.0

i: 0.31,0.44,0.48,0.5,0.5,0.79,0.82
s: 3
t: 0.836
c: 7
mem: 192.0

i: 0.64,0.76,0.48,0.5,0.45,0.35,0.38
s: 3
t: 0.642
c: 6
mem: 448.0

i: 0.63,0.47,0.48,0.5,0.51,0.82,0.84
s: 5
t: 0.747
c: 7
mem: 800.0

i: 0.24,0.43,0.48,0.5,0.37,0.28,0.38
s: 3
t: 0.441
c: 6
mem: 336.0

i: 0.74,0.82,0.48,0.5,0.49,0.49,0.41
s: 4
t: 0.416
c: 6
mem: 336.0

i: 0.68,0.67,0.48,0.5,0.49,0.4,0.34
s: 4
t: 0.465
c: 6
mem: 368.0

i: 0.4,0.35,0.48,0.5,0.45,0.33,0.42
s: 3
t: 0.514
c: 6
mem: 384.0

i: 0.51,0.46,0.48,0.5,0.58,0.31,0.41
s: 3
t: 0.479
c: 6
mem: 336.0

i: 0.18,0.3,0.48,0.5,0.46,0.24,0.35
s: 3
t: 0.527
c: 6
mem: 160.0

i: 0.0,0.38,0.48,0.5,0.42,0.48,0.55
s: 4
t: 0.493
c: 6
mem: 448.0

i: 0.76,0.73,0.48,0.5,0.44,0.39,0.39
s: 4
t: 0.456
c: 6
mem: 464.0

i: 0.79,0.41,0.48,0.5,0.66,0.81,0.83
s: 3
t: 0.560
c: 6
mem: 624.0

i: 0.66,0.71,0.48,0.5,0.41,0.5,0.35
s: 4
t: 0.446
c: 6
mem: 304.0

i: 0.35,0.48,0.48,0.5,0.56,0.4,0.48
s: 3
t: 0.567
c: 6
mem: 400.0

i: 0.65,0.51,0.48,0.5,0.66,0.54,0.33
s: 4
t: 0.202
c: 6
mem: 224.0

i: 0.59,0.61,0.48,0.5,0.42,0.42,0.37
s: 4
t: 0.498
c: 6
mem: 592.0

i: 0.61,0.6,0.48,0.5,0.44,0.39,0.38
s: 5
t: 0.460
c: 6
mem: 240.0

i: 0.47,0.59,0.48,0.5,0.52,0.76,0.79
s: 3
t: 0.841
c: 7
mem: 656.0

i: 0.64,0.66,0.48,0.5,0.41,0.39,0.2
s: 4
t: 0.445
c: 6
mem: 560.0

i: 0.38,0.3,0.48,0.5,0.43,0.29,0.39
s: 3
t: 0.523
c: 6
mem: 592.0

i: 0.25,0.37,0.48,0.5,0.41,0.33,0.42
s: 3
t: 0.518
c: 6
mem: 432.0

i: 0.69,0.39,0.48,0.5,0.57,0.76,0.79
s: 5
t: 0.833
c: 7
mem: 512.0

i: 0.46,0.59,0.48,0.5,0.36,0.76,0.23
s: 3
t: 0.879
c: 7
mem: 432.0

i: 0.17,0.52,0.48,0.5,0.49,0.37,0.46
s: 3
t: 0.520
c: 6
mem: 432.0

i: 0.63,0.49,0.48,0.5,0.79,0.45,0.28
s: 4
t: 0.195
c: 6
mem: 304.0

i: 0.63,0.75,0.48,0.5,0.64,0.73,0.66
s: 4
t: 1.024
c: 7
mem: 1232.0

i: 0.33,0.47,0.48,0.5,0.53,0.18,0.29
s: 4
t: 0.505
c: 6
mem: 336.0

i: 0.67,0.7,0.48,0.5,0.46,0.45,0.33
s: 4
t: 0.438
c: 6
mem: 416.0

i: 0.63,0.65,0.48,0.5,0.66,0.67,0.71
s: 4
