vars: 3249
clauses: 17313
i: 0.52,0.39,0.48,0.5,0.65,0.71,0.73
s: 3
t: 0.916
c: 7
mem: 2944.0

i: 0.36,0.56,0.48,0.5,0.43,0.45,0.53
s: 4
t: 0.495
c: 6
mem: 1664.0

i: 0.88,0.42,0.48,0.5,0.52,0.73,0.75
s: 4
t: 0.789
c: 6
mem: 976.0

i: 0.17,0.39,0.48,0.5,0.53,0.3,0.39
s: 3
t: 0.585
c: 6
mem: 1296.0

i: 0.69,0.67,0.48,0.5,0.3,0.39,0.24
s: 4
t: 0.445
c: 6
mem: 1776.0

i: 0.64,0.46,0.48,0.5,0.48,0.73,0.76
s: 4
t: 0.537
c: 6
mem: 1856.0

i: 0.54,0.57,0.48,0.5,0.56,0.81,0.83
s: 3
t: 0.931
c: 7
mem: 1168.0

i: 0.43,0.37,0.48,0.5,0.53,0.35,0.44
s: 3
t: 0.529
c: 6
mem: 704.0

i: 0.31,0.47,0.48,0.5,0.29,0.28,0.39
s: 3
t: 0.534
c: 6
mem: 1136.0

i: 0.55,0.47,0.48,0.5,0.57,0.78,0.8
s: 3
t: 0.900
c: 7
mem: 1088.0

i: 0.78,0.68,0.48,0.5,0.83,0.4,0.29
s: 4
t: 0.178
c: 6
mem: 1168.0

i: 0.26,0.4,0.48,0.5,0.36,0.26,0.37
s: 3
t: 0.539
c: 6
mem: 1552.0

i: 0.67,0.39,0.48,0.5,0.36,0.38,0.46
s: 4
t: 0.567
c: 6
mem: 720.0

i: 0.0,0.51,0.48,0.5,0.35,0.67,0.44
s: 4
t: 1.077
c: 7
mem: 2160.0

i: 0.63,0.71,0.48,0.5,0.6,0.4,0.39
s: 4
t: 0.399
c: 6
mem: 1216.0

i: 0.74,0.44,0.48,0.5,0.55,0.88,0.89
s: 4
t: 0.967
c: 7
mem: 1008.0

i: 0.33,0.45,0.48,0.5,0.45,0.88,0.89
s: 3
t: 0.926
c: 7
mem: 992.0

i: 0.07,0.4,0.48,0.5,0.54,0.35,0.44
s: 3
t: 0.621
c: 6
mem: 528.0

i: 0.65,0.57,0.48,0.5,0.47,0.47,0.51
s: 4
t: 0.332
c: 6
mem: 384.0

i: 0.63,0.8,0.48,0.5,0.46,0.31,0.29
s: 4
t: 0.433
c: 6
mem: 640.0

i: 0.58,0.6,0.48,0.5,0.59,0.73,0.76
s: 4
t: 1.178
c: 7
mem: 2464.0

i: 0.76,0.71,0.48,0.5,0.5,0.71,0.75
s: 4
t: 1.152
c: 7
mem: 1472.0

i: 0.57,0.38,0.48,0.5,0.06,0.49,0.33
s: 4
t: 0.618
c: 6
mem: 1856.0

i: 0.69,0.8,0.48,0.5,0.46,0.57,0.26
s: 4
t: 0.431
c: 6
mem: 976.0

i: 0.34,0.51,0.48,0.5,0.44,0.37,0.46
s: 4
t: 0.509
c: 6
mem: 672.0

i: 0.72,0.42,0.48,0.5,0.65,0.77,0.79
s: 5
t: 0.537
c: 6
mem: 592.0

i: 0.61,0.47,0.48,0.5,0.0,0.8,0.32
s: 4
t: 0.873
c: 7
mem: 784.0

i: 0.74,0.56,0.48,0.5,0.47,0.68,0.3
s: 5
t: 0.583
c: 7
mem: 544.0

i: 0.83,0.37,0.48,0.5,0.61,0.71,0.74
s: 4
t: 0.973
c: 6
mem: 992.0

i: 0.36,0.39,0.48,0.5,0.48,0.22,0.23
s: 3
t: 0.509
c: 6
mem: 496.0

i: 0.72,0.86,0.48,0.5,0.17,0.55,0.21
s: 4
t: 0.506
c: 6
mem: 816.0

i: 0.3,0.37,0.48,0.5,0.59,0.41,0.49
s: 4
t: 0.546
c: 6
mem: 336.0

i: 0.81,0.52,0.48,0.5,0.57,0.78,0.8
s: 3
t: 0.666
c: 6
mem: 1072.0

i: 0.32,0.39,0.48,0.5,0.53,0.28,0.38
s: 5
t: 0.416
c: 6
mem: 384.0

i: 0.7,0.61,0.48,0.5,0.56,0.52,0.43
s: 4
t: 0.375
c: 6
mem: 416.0

