vars: 2632
clauses: 13587
i: 0.52,0.39,0.48,0.5,0.65,0.71,0.73
s: 3
t: 0.916
c: 7
mem: 0.0

i: 0.36,0.56,0.48,0.5,0.43,0.45,0.53
s: 3
t: 0.596
c: 6
mem: 0.0

i: 0.88,0.42,0.48,0.5,0.52,0.73,0.75
s: 4
t: 0.815
c: 6
mem: 0.0

i: 0.17,0.39,0.48,0.5,0.53,0.3,0.39
s: 3
t: 0.741
c: 6
mem: 0.0

i: 0.69,0.67,0.48,0.5,0.3,0.39,0.24
s: 4
t: 0.458
c: 6
mem: 0.0

i: 0.64,0.46,0.48,0.5,0.48,0.73,0.76
s: 4
t: 0.652
c: 6
mem: 0.0

i: 0.54,0.57,0.48,0.5,0.56,0.81,0.83
s: 3
t: 0.940
c: 7
mem: 0.0

i: 0.43,0.37,0.48,0.5,0.53,0.35,0.44
s: 3
t: 0.624
c: 6
mem: 0.0

i: 0.31,0.47,0.48,0.5,0.29,0.28,0.39
s: 3
t: 0.665
c: 6
mem: 0.0

i: 0.55,0.47,0.48,0.5,0.57,0.78,0.8
s: 4
t: 0.835
c: 7
mem: 0.0

i: 0.78,0.68,0.48,0.5,0.83,0.4,0.29
s: 4
t: 0.205
c: 6
mem: 0.0

i: 0.26,0.4,0.48,0.5,0.36,0.26,0.37
s: 3
t: 0.699
c: 6
mem: 0.0

i: 0.67,0.39,0.48,0.5,0.36,0.38,0.46
s: 4
t: 0.695
c: 6
mem: 0.0

i: 0.0,0.51,0.48,0.5,0.35,0.67,0.44
s: 3
t: 1.065
c: 7
mem: 0.0

i: 0.63,0.71,0.48,0.5,0.6,0.4,0.39
s: 5
t: 0.478
c: 6
mem: 0.0

i: 0.74,0.44,0.48,0.5,0.55,0.88,0.89
s: 4
t: 0.813
c: 7
mem: 0.0

i: 0.33,0.45,0.48,0.5,0.45,0.88,0.89
s: 3
t: 0.952
c: 7
mem: 0.0

i: 0.07,0.4,0.48,0.5,0.54,0.35,0.44
s: 3
t: 0.791
c: 6
mem: 0.0

i: 0.65,0.57,0.48,0.5,0.47,0.47,0.51
s: 4
t: 0.352
c: 6
mem: 0.0

i: 0.63,0.8,0.48,0.5,0.46,0.31,0.29
s: 4
t: 0.442
c: 6
mem: 0.0

i: 0.58,0.6,0.48,0.5,0.59,0.73,0.76
s: 5
t: 0.945
c: 7
mem: 0.0

i: 0.76,0.71,0.48,0.5,0.5,0.71,0.75
s: 4
t: 1.152
c: 6
mem: 0.0

i: 0.57,0.38,0.48,0.5,0.06,0.49,0.33
s: 4
t: 0.667
c: 6
mem: 0.0

i: 0.69,0.8,0.48,0.5,0.46,0.57,0.26
s: 4
t: 0.430
c: 6
mem: 0.0

i: 0.34,0.51,0.48,0.5,0.44,0.37,0.46
s: 4
t: 0.598
c: 6
mem: 0.0

i: 0.72,0.42,0.48,0.5,0.65,0.77,0.79
s: 5
t: 0.557
c: 6
mem: 0.0

i: 0.61,0.47,0.48,0.5,0.0,0.8,0.32
s: 4
t: 1.017
c: 7
mem: 0.0

i: 0.74,0.56,0.48,0.5,0.47,0.68,0.3
s: 4
t: 0.598
c: 6
mem: 0.0

i: 0.83,0.37,0.48,0.5,0.61,0.71,0.74
s: 3
t: 0.983
c: 6
mem: 0.0

i: 0.36,0.39,0.48,0.5,0.48,0.22,0.23
s: 3
t: 0.732
c: 6
mem: 0.0

