vars: 2818
clauses: 14731
i: 0.52,0.39,0.48,0.5,0.65,0.71,0.73
s: 3
t: 0.931
c: 7
mem: 2368.0

i: 0.36,0.56,0.48,0.5,0.43,0.45,0.53
s: 3
t: 0.640
c: 6
mem: 1920.0

i: 0.88,0.42,0.48,0.5,0.52,0.73,0.75
s: 4
t: 0.839
c: 6
mem: 1456.0

i: 0.17,0.39,0.48,0.5,0.53,0.3,0.39
s: 3
t: 0.635
c: 6
mem: 1200.0

i: 0.69,0.67,0.48,0.5,0.3,0.39,0.24
s: 4
t: 0.448
c: 6
mem: 1088.0

i: 0.64,0.46,0.48,0.5,0.48,0.73,0.76
s: 4
t: 0.591
c: 6
mem: 1504.0

i: 0.54,0.57,0.48,0.5,0.56,0.81,0.83
s: 3
t: 0.972
c: 7
mem: 1184.0

i: 0.43,0.37,0.48,0.5,0.53,0.35,0.44
s: 3
t: 0.561
c: 6
mem: 768.0

i: 0.31,0.47,0.48,0.5,0.29,0.28,0.39
s: 3
t: 0.583
c: 6
mem: 1088.0

i: 0.55,0.47,0.48,0.5,0.57,0.78,0.8
s: 3
t: 0.968
c: 7
mem: 784.0

i: 0.78,0.68,0.48,0.5,0.83,0.4,0.29
s: 4
t: 0.251
c: 6
mem: 384.0

i: 0.26,0.4,0.48,0.5,0.36,0.26,0.37
s: 3
t: 0.622
c: 6
mem: 800.0

i: 0.67,0.39,0.48,0.5,0.36,0.38,0.46
s: 4
t: 0.674
c: 6
mem: 544.0

i: 0.0,0.51,0.48,0.5,0.35,0.67,0.44
s: 4
t: 1.345
c: 7
mem: 2160.0

i: 0.63,0.71,0.48,0.5,0.6,0.4,0.39
s: 5
t: 0.516
c: 6
mem: 464.0

i: 0.74,0.44,0.48,0.5,0.55,0.88,0.89
s: 4
t: 1.001
c: 7
mem: 624.0

i: 0.33,0.45,0.48,0.5,0.45,0.88,0.89
s: 3
t: 0.946
c: 7
mem: 560.0

i: 0.07,0.4,0.48,0.5,0.54,0.35,0.44
s: 3
t: 0.738
c: 6
mem: 480.0

i: 0.65,0.57,0.48,0.5,0.47,0.47,0.51
s: 4
t: 0.435
c: 6
mem: 512.0

i: 0.63,0.8,0.48,0.5,0.46,0.31,0.29
s: 4
t: 0.480
c: 6
mem: 688.0

i: 0.58,0.6,0.48,0.5,0.59,0.73,0.76
s: 4
t: 1.244
c: 7
mem: 1856.0

i: 0.76,0.71,0.48,0.5,0.5,0.71,0.75
s: 5
t: 1.332
c: 7
mem: 1984.0

i: 0.57,0.38,0.48,0.5,0.06,0.49,0.33
s: 4
t: 0.623
c: 6
mem: 672.0

i: 0.69,0.8,0.48,0.5,0.46,0.57,0.26
s: 4
t: 0.487
c: 6
mem: 592.0

i: 0.34,0.51,0.48,0.5,0.44,0.37,0.46
s: 4
t: 0.606
c: 6
mem: 560.0

i: 0.72,0.42,0.48,0.5,0.65,0.77,0.79
s: 5
t: 0.517
c: 6
mem: 368.0

i: 0.61,0.47,0.48,0.5,0.0,0.8,0.32
s: 4
t: 1.007
c: 7
mem: 592.0

i: 0.74,0.56,0.48,0.5,0.47,0.68,0.3
s: 4
t: 0.730
c: 7
mem: 352.0

i: 0.83,0.37,0.48,0.5,0.61,0.71,0.74
s: 4
t: 1.052
c: 6
mem: 832.0

i: 0.36,0.39,0.48,0.5,0.48,0.22,0.23
s: 3
t: 0.555
c: 6
mem: 448.0

i: 0.72,0.86,0.48,0.5,0.17,0.55,0.21
s: 4
t: 0.556
c: 6
