vars: 3121
clauses: 16731
i: 0.52,0.39,0.48,0.5,0.65,0.71,0.73
s: 3
t: 0.738
c: 7
mem: 3456.0

i: 0.36,0.56,0.48,0.5,0.43,0.45,0.53
s: 3
t: 0.512
c: 6
mem: 1808.0

i: 0.88,0.42,0.48,0.5,0.52,0.73,0.75
s: 4
t: 0.743
c: 6
mem: 2128.0

i: 0.17,0.39,0.48,0.5,0.53,0.3,0.39
s: 3
t: 0.539
c: 6
mem: 1936.0

i: 0.69,0.67,0.48,0.5,0.3,0.39,0.24
s: 4
t: 0.356
c: 6
mem: 1568.0

i: 0.64,0.46,0.48,0.5,0.48,0.73,0.76
s: 4
t: 0.486
c: 6
mem: 1552.0

i: 0.54,0.57,0.48,0.5,0.56,0.81,0.83
s: 3
t: 0.771
c: 7
mem: 2032.0

i: 0.43,0.37,0.48,0.5,0.53,0.35,0.44
s: 3
t: 0.509
c: 6
mem: 544.0

i: 0.31,0.47,0.48,0.5,0.29,0.28,0.39
s: 3
t: 0.501
c: 6
mem: 656.0

i: 0.55,0.47,0.48,0.5,0.57,0.78,0.8
s: 3
t: 0.791
c: 7
mem: 800.0

i: 0.78,0.68,0.48,0.5,0.83,0.4,0.29
s: 4
t: 0.155
c: 6
mem: 1024.0

i: 0.26,0.4,0.48,0.5,0.36,0.26,0.37
s: 3
t: 0.535
c: 6
mem: 784.0

i: 0.67,0.39,0.48,0.5,0.36,0.38,0.46
s: 4
t: 0.551
c: 6
mem: 720.0

i: 0.0,0.51,0.48,0.5,0.35,0.67,0.44
s: 3
t: 1.013
c: 7
mem: 2304.0

i: 0.63,0.71,0.48,0.5,0.6,0.4,0.39
s: 4
t: 0.400
c: 6
mem: 528.0

i: 0.74,0.44,0.48,0.5,0.55,0.88,0.89
s: 4
t: 0.832
c: 7
mem: 1152.0

i: 0.33,0.45,0.48,0.5,0.45,0.88,0.89
s: 3
t: 0.837
c: 7
mem: 848.0

i: 0.07,0.4,0.48,0.5,0.54,0.35,0.44
s: 3
t: 0.554
c: 6
mem: 416.0

i: 0.65,0.57,0.48,0.5,0.47,0.47,0.51
s: 4
t: 0.318
c: 6
mem: 1088.0

i: 0.63,0.8,0.48,0.5,0.46,0.31,0.29
s: 4
t: 0.391
c: 6
mem: 368.0

i: 0.58,0.6,0.48,0.5,0.59,0.73,0.76
s: 4
t: 2.893
c: 7
mem: 6640.0

i: 0.76,0.71,0.48,0.5,0.5,0.71,0.75
s: 4
t: 0.856
c: 6
mem: 0.0

i: 0.57,0.38,0.48,0.5,0.06,0.49,0.33
s: 4
t: 0.516
c: 6
mem: 0.0

i: 0.69,0.8,0.48,0.5,0.46,0.57,0.26
s: 4
t: 0.415
c: 6
mem: 0.0

i: 0.34,0.51,0.48,0.5,0.44,0.37,0.46
s: 4
t: 0.497
c: 6
mem: 0.0

i: 0.72,0.42,0.48,0.5,0.65,0.77,0.79
s: 5
t: 0.495
c: 6
mem: 0.0

i: 0.61,0.47,0.48,0.5,0.0,0.8,0.32
s: 4
t: 0.797
c: 7
mem: 0.0

i: 0.74,0.56,0.48,0.5,0.47,0.68,0.3
s: 4
t: 0.557
c: 7
mem: 0.0

i: 0.83,0.37,0.48,0.5,0.61,0.71,0.74
s: 4
t: 0.873
c: 6
mem: 0.0

i: 0.36,0.39,0.48,0.5,0.48,0.22,0.23
s: 3
t: 0.527
c: 6
mem: 0.0

i: 0.72,0.86,0.48,0.5,0.17,0.55,0.21
s: 4
t: 0.462
c: 6
mem: 0.0

i: 0.3,0.37,0.48,0.5,0.59,0.41,0.49
s: 4
t: 0.454
c: 6
mem: 0.0

i: 0.81,0.52,0.48,0.5,0.57,0.78,0.8
s: 3
t: 0.540
c: 6
mem: 0.0

i: 0.32,0.39,0.48,0.5,0.53,0.28,0.38
s: 5
t: 0.371
c: 6
mem: 0.0

i: 0.7,0.61,0.48,0.5,0.56,0.52,0.43
s: 4
t: 0.435
c: 6
mem: 0.0

i: 0.34,0.49,0.48,0.5,0.58,0.85,0.8
s: 3
t: 0.766
c: 7
mem: 0.0

i: 0.63,0.54,0.48,0.5,0.65,0.79,0.81
s: 5
t: 0.751
c: 7
mem: 0.0

i: 0.79,0.54,0.48,0.5,0.5,0.66,0.68
s: 4
t: 0.536
c: 6
mem: 0.0

i: 0.58,0.34,0.48,0.5,0.56,0.87,0.81
s: 4
t: 0.836
c: 7
mem: 0.0

i: 0.24,0.35,0.48,0.5,0.31,0.19,0.31
s: 3
t: 0.497
c: 6
mem: 0.0

i: 0.23,0.32,0.48,0.5,0.55,0.25,0.35
s: 3
t: 0.560
c: 6
mem: 0.0

