vars: 3204
clauses: 17287
i: 0.52,0.39,0.48,0.5,0.65,0.71,0.73
s: 3
t: 1.235
c: 7
mem: 0.0

i: 0.36,0.56,0.48,0.5,0.43,0.45,0.53
s: 3
t: 0.841
c: 6
mem: 0.0

i: 0.88,0.42,0.48,0.5,0.52,0.73,0.75
s: 4
t: 1.114
c: 6
mem: 0.0

i: 0.17,0.39,0.48,0.5,0.53,0.3,0.39
s: 3
t: 0.861
c: 6
mem: 0.0

i: 0.69,0.67,0.48,0.5,0.3,0.39,0.24
s: 4
t: 0.589
c: 6
mem: 0.0

i: 0.64,0.46,0.48,0.5,0.48,0.73,0.76
s: 4
t: 0.783
c: 6
mem: 0.0

i: 0.54,0.57,0.48,0.5,0.56,0.81,0.83
s: 3
t: 1.267
c: 7
mem: 0.0

i: 0.43,0.37,0.48,0.5,0.53,0.35,0.44
s: 3
t: 0.815
c: 6
mem: 0.0

i: 0.31,0.47,0.48,0.5,0.29,0.28,0.39
s: 3
t: 0.785
c: 6
mem: 0.0

i: 0.55,0.47,0.48,0.5,0.57,0.78,0.8
s: 3
t: 1.256
c: 7
mem: 0.0

i: 0.78,0.68,0.48,0.5,0.83,0.4,0.29
s: 4
t: 0.268
c: 6
mem: 0.0

i: 0.26,0.4,0.48,0.5,0.36,0.26,0.37
s: 3
t: 0.851
c: 6
mem: 0.0

i: 0.67,0.39,0.48,0.5,0.36,0.38,0.46
s: 4
t: 0.857
c: 6
mem: 0.0

i: 0.0,0.51,0.48,0.5,0.35,0.67,0.44
s: 3
t: 1.607
c: 7
mem: 0.0

i: 0.63,0.71,0.48,0.5,0.6,0.4,0.39
s: 4
t: 0.601
c: 6
mem: 0.0

i: 0.74,0.44,0.48,0.5,0.55,0.88,0.89
s: 4
t: 1.353
c: 7
mem: 0.0

i: 0.33,0.45,0.48,0.5,0.45,0.88,0.89
s: 3
t: 1.329
c: 7
mem: 0.0

i: 0.07,0.4,0.48,0.5,0.54,0.35,0.44
s: 3
t: 0.878
c: 6
mem: 0.0

i: 0.65,0.57,0.48,0.5,0.47,0.47,0.51
s: 4
t: 0.506
c: 6
mem: 0.0

i: 0.63,0.8,0.48,0.5,0.46,0.31,0.29
s: 4
t: 0.574
c: 6
mem: 0.0

i: 0.58,0.6,0.48,0.5,0.59,0.73,0.76
s: 4
t: 1.727
c: 7
mem: 0.0

i: 0.76,0.71,0.48,0.5,0.5,0.71,0.75
s: 4
t: 1.326
c: 6
mem: 0.0

i: 0.57,0.38,0.48,0.5,0.06,0.49,0.33
s: 4
t: 0.798
c: 6
mem: 0.0

i: 0.69,0.8,0.48,0.5,0.46,0.57,0.26
s: 4
t: 0.726
c: 6
mem: 0.0

i: 0.34,0.51,0.48,0.5,0.44,0.37,0.46
s: 4
t: 0.830
c: 6
mem: 0.0

i: 0.72,0.42,0.48,0.5,0.65,0.77,0.79
s: 5
t: 0.770
c: 6
mem: 0.0

i: 0.61,0.47,0.48,0.5,0.0,0.8,0.32
s: 4
t: 1.377
c: 7
mem: 0.0

i: 0.74,0.56,0.48,0.5,0.47,0.68,0.3
s: 4
t: 0.872
c: 7
mem: 0.0

i: 0.83,0.37,0.48,0.5,0.61,0.71,0.74
s: 4
t: 1.498
c: 6
mem: 0.0

i: 0.36,0.39,0.48,0.5,0.48,0.22,0.23
s: 3
t: 0.844
c: 6
mem: 0.0

i: 0.72,0.86,0.48,0.5,0.17,0.55,0.21
s: 4
t: 0.778
c: 6
mem: 0.0

i: 0.3,0.37,0.48,0.5,0.59,0.41,0.49
s: 4
t: 0.787
c: 6
mem: 0.0

i: 0.81,0.52,0.48,0.5,0.57,0.78,0.8
s: 3
t: 0.911
c: 6
mem: 0.0

i: 0.32,0.39,0.48,0.5,0.53,0.28,0.38
s: 5
t: 0.635
c: 6
mem: 0.0

i: 0.7,0.61,0.48,0.5,0.56,0.52,0.43
s: 4
t: 0.733
c: 6
mem: 0.0

i: 0.34,0.49,0.48,0.5,0.58,0.85,0.8
s: 3
t: 1.404
c: 7
mem: 0.0

i: 0.63,0.54,0.48,0.5,0.65,0.79,0.81
s: 5
t: 1.419
c: 7
mem: 0.0

i: 0.79,0.54,0.48,0.5,0.5,0.66,0.68
s: 4
t: 0.927
c: 6
mem: 0.0

i: 0.58,0.34,0.48,0.5,0.56,0.87,0.81
s: 5
t: 1.411
c: 7
mem: 0.0

i: 0.24,0.35,0.48,0.5,0.31,0.19,0.31
s: 3
t: 0.866
c: 6
mem: 0.0

i: 0.23,0.32,0.48,0.5,0.55,0.25,0.35
s: 3
t: 1.029
c: 6
mem: 0.0

i: 0.68,0.82,0.48,0.5,0.38,0.65,0.56
s: 4
t: 0.926
c: 7
mem: 0.0

i: 0.7,0.64,0.48,0.5,0.47,0.51,0.47
s: 4
t: 0.554
c: 6
