vars: 2800
clauses: 14462
i: 0.52,0.39,0.48,0.5,0.65,0.71,0.73
s: 4
t: 0.850
c: 7
mem: 2592.0

i: 0.36,0.56,0.48,0.5,0.43,0.45,0.53
s: 3
t: 0.570
c: 6
mem: 48.0

i: 0.88,0.42,0.48,0.5,0.52,0.73,0.75
s: 4
t: 0.842
c: 6
mem: 0.0

i: 0.17,0.39,0.48,0.5,0.53,0.3,0.39
s: 3
t: 0.692
c: 6
mem: 1472.0

i: 0.69,0.67,0.48,0.5,0.3,0.39,0.24
s: 4
t: 0.421
c: 6
mem: 1648.0

i: 0.64,0.46,0.48,0.5,0.48,0.73,0.76
s: 4
t: 0.589
c: 6
mem: 1056.0

i: 0.54,0.57,0.48,0.5,0.56,0.81,0.83
s: 3
t: 0.932
c: 7
mem: 912.0

i: 0.43,0.37,0.48,0.5,0.53,0.35,0.44
s: 3
t: 0.624
c: 6
mem: 1248.0

i: 0.31,0.47,0.48,0.5,0.29,0.28,0.39
s: 3
t: 0.653
c: 6
mem: 1216.0

i: 0.55,0.47,0.48,0.5,0.57,0.78,0.8
s: 4
t: 0.778
c: 7
mem: 1056.0

i: 0.78,0.68,0.48,0.5,0.83,0.4,0.29
s: 4
t: 0.194
c: 6
mem: 576.0

i: 0.26,0.4,0.48,0.5,0.36,0.26,0.37
s: 3
t: 0.676
c: 6
mem: 1168.0

i: 0.67,0.39,0.48,0.5,0.36,0.38,0.46
s: 4
t: 0.676
c: 6
mem: 672.0

i: 0.0,0.51,0.48,0.5,0.35,0.67,0.44
s: 3
t: 1.008
c: 7
mem: 1312.0

i: 0.63,0.71,0.48,0.5,0.6,0.4,0.39
s: 5
t: 0.463
c: 6
mem: 432.0

i: 0.74,0.44,0.48,0.5,0.55,0.88,0.89
s: 4
t: 0.871
c: 7
mem: 736.0

i: 0.33,0.45,0.48,0.5,0.45,0.88,0.89
s: 3
t: 0.917
c: 7
mem: 1136.0

i: 0.07,0.4,0.48,0.5,0.54,0.35,0.44
s: 3
t: 0.757
c: 6
mem: 1184.0

i: 0.65,0.57,0.48,0.5,0.47,0.47,0.51
s: 4
t: 1.068
c: 6
mem: 8048.0

i: 0.63,0.8,0.48,0.5,0.46,0.31,0.29
s: 4
t: 0.364
c: 6
mem: 0.0

i: 0.58,0.6,0.48,0.5,0.59,0.73,0.76
s: 5
t: 0.968
c: 7
mem: 0.0

i: 0.76,0.71,0.48,0.5,0.5,0.71,0.75
s: 4
t: 1.147
c: 6
mem: 0.0

i: 0.57,0.38,0.48,0.5,0.06,0.49,0.33
s: 4
t: 0.714
c: 6
mem: 0.0

i: 0.69,0.8,0.48,0.5,0.46,0.57,0.26
s: 4
t: 0.381
c: 6
mem: 0.0

i: 0.34,0.51,0.48,0.5,0.44,0.37,0.46
s: 4
t: 0.572
c: 6
mem: 0.0

i: 0.72,0.42,0.48,0.5,0.65,0.77,0.79
s: 5
t: 0.557
c: 6
mem: 0.0

i: 0.61,0.47,0.48,0.5,0.0,0.8,0.32
s: 4
t: 0.954
c: 7
mem: 0.0

i: 0.74,0.56,0.48,0.5,0.47,0.68,0.3
s: 4
t: 0.460
c: 6
mem: 0.0

i: 0.83,0.37,0.48,0.5,0.61,0.71,0.74
s: 3
t: 0.975
c: 6
mem: 0.0

i: 0.36,0.39,0.48,0.5,0.48,0.22,0.23
s: 3
t: 0.684
c: 6
mem: 0.0

i: 0.72,0.86,0.48,0.5,0.17,0.55,0.21
s: 4
t: 0.483
c: 6
mem: 0.0

i: 0.3,0.37,0.48,0.5,0.59,0.41,0.49
s: 4
t: 0.607
c: 6
mem: 0.0

i: 0.81,0.52,0.48,0.5,0.57,0.78,0.8
s: 3
t: 0.679
c: 6
mem: 0.0

i: 0.32,0.39,0.48,0.5,0.53,0.28,0.38
s: 5
t: 0.304
c: 6
mem: 0.0

i: 0.7,0.61,0.48,0.5,0.56,0.52,0.43
s: 4
t: 0.439
c: 6
mem: 0.0

i: 0.34,0.49,0.48,0.5,0.58,0.85,0.8
s: 3
t: 0.966
c: 7
mem: 0.0

i: 0.63,0.54,0.48,0.5,0.65,0.79,0.81
s: 4
t: 0.817
c: 7
mem: 0.0

i: 0.79,0.54,0.48,0.5,0.5,0.66,0.68
s: 4
t: 0.731
c: 6
mem: 0.0

i: 0.58,0.34,0.48,0.5,0.56,0.87,0.81
s: 4
t: 0.805
c: 7
mem: 0.0

i: 0.24,0.35,0.48,0.5,0.31,0.19,0.31
s: 3
t: 0.647
c: 6
mem: 0.0

i: 0.23,0.32,0.48,0.5,0.55,0.25,0.35
s: 3
t: 0.732
c: 6
mem: 0.0

i: 0.68,0.82,0.48,0.5,0.38,0.65,0.56
s: 5
t: 0.445
c: 6
mem: 0.0

i: 0.7,0.64,0.48,0.5,0.47,0.51,0.47
s: 4
t: 0.346
c: 6
mem: 0.0

