vars: 3172
clauses: 16582
i: 0.52,0.39,0.48,0.5,0.65,0.71,0.73
s: 3
t: 1.177
c: 7
mem: 0.0

i: 0.36,0.56,0.48,0.5,0.43,0.45,0.53
s: 3
t: 0.693
c: 6
mem: 0.0

i: 0.88,0.42,0.48,0.5,0.52,0.73,0.75
s: 4
t: 1.190
c: 7
mem: 0.0

i: 0.17,0.39,0.48,0.5,0.53,0.3,0.39
s: 3
t: 0.753
c: 6
mem: 0.0

i: 0.69,0.67,0.48,0.5,0.3,0.39,0.24
s: 4
t: 0.502
c: 6
mem: 0.0

i: 0.64,0.46,0.48,0.5,0.48,0.73,0.76
s: 4
t: 0.713
c: 6
mem: 0.0

i: 0.54,0.57,0.48,0.5,0.56,0.81,0.83
s: 3
t: 1.125
c: 7
mem: 0.0

i: 0.43,0.37,0.48,0.5,0.53,0.35,0.44
s: 3
t: 0.698
c: 6
mem: 0.0

i: 0.31,0.47,0.48,0.5,0.29,0.28,0.39
s: 3
t: 0.730
c: 6
mem: 0.0

i: 0.55,0.47,0.48,0.5,0.57,0.78,0.8
s: 4
t: 0.974
c: 7
mem: 0.0

i: 0.78,0.68,0.48,0.5,0.83,0.4,0.29
s: 4
t: 0.223
c: 6
mem: 0.0

i: 0.26,0.4,0.48,0.5,0.36,0.26,0.37
s: 3
t: 0.788
c: 6
mem: 0.0

i: 0.67,0.39,0.48,0.5,0.36,0.38,0.46
s: 4
t: 0.755
c: 6
mem: 0.0

i: 0.0,0.51,0.48,0.5,0.35,0.67,0.44
s: 3
t: 1.262
c: 7
mem: 0.0

i: 0.63,0.71,0.48,0.5,0.6,0.4,0.39
s: 5
t: 0.602
c: 6
mem: 0.0

i: 0.74,0.44,0.48,0.5,0.55,0.88,0.89
s: 4
t: 1.151
c: 7
mem: 0.0

i: 0.33,0.45,0.48,0.5,0.45,0.88,0.89
s: 3
t: 2.234
c: 7
mem: 75712.0

i: 0.07,0.4,0.48,0.5,0.54,0.35,0.44
s: 3
t: 0.838
c: 6
mem: 0.0

i: 0.65,0.57,0.48,0.5,0.47,0.47,0.51
s: 4
t: 0.402
c: 6
mem: 0.0

i: 0.63,0.8,0.48,0.5,0.46,0.31,0.29
s: 4
t: 0.510
c: 6
mem: 0.0

i: 0.58,0.6,0.48,0.5,0.59,0.73,0.76
s: 5
t: 1.175
c: 7
mem: 0.0

i: 0.76,0.71,0.48,0.5,0.5,0.71,0.75
s: 4
t: 1.651
c: 7
mem: 0.0

i: 0.57,0.38,0.48,0.5,0.06,0.49,0.33
s: 4
t: 0.849
c: 6
mem: 0.0

i: 0.69,0.8,0.48,0.5,0.46,0.57,0.26
s: 4
t: 0.460
c: 6
mem: 0.0

i: 0.34,0.51,0.48,0.5,0.44,0.37,0.46
s: 4
t: 0.714
c: 6
mem: 0.0

i: 0.72,0.42,0.48,0.5,0.65,0.77,0.79
s: 5
t: 0.697
c: 6
mem: 0.0

i: 0.61,0.47,0.48,0.5,0.0,0.8,0.32
s: 5
t: 1.219
c: 7
mem: 0.0

i: 0.74,0.56,0.48,0.5,0.47,0.68,0.3
s: 4
t: 0.561
c: 6
mem: 0.0

i: 0.83,0.37,0.48,0.5,0.61,0.71,0.74
s: 4
t: 1.416
c: 7
mem: 0.0

i: 0.36,0.39,0.48,0.5,0.48,0.22,0.23
s: 3
t: 0.792
c: 6
mem: 0.0

i: 0.72,0.86,0.48,0.5,0.17,0.55,0.21
s: 4
t: 0.599
c: 6
mem: 0.0

i: 0.3,0.37,0.48,0.5,0.59,0.41,0.49
s: 4
t: 0.598
c: 6
mem: 0.0

i: 0.81,0.52,0.48,0.5,0.57,0.78,0.8
s: 3
t: 0.820
c: 6
mem: 0.0

i: 0.32,0.39,0.48,0.5,0.53,0.28,0.38
s: 5
t: 0.413
c: 6
mem: 0.0

i: 0.7,0.61,0.48,0.5,0.56,0.52,0.43
s: 4
t: 0.573
c: 6
mem: 0.0

i: 0.34,0.49,0.48,0.5,0.58,0.85,0.8
s: 3
t: 1.313
c: 7
mem: 0.0

i: 0.63,0.54,0.48,0.5,0.65,0.79,0.81
s: 5
t: 1.100
c: 7
mem: 0.0

i: 0.79,0.54,0.48,0.5,0.5,0.66,0.68
s: 4
t: 0.903
c: 6
mem: 0.0

i: 0.58,0.34,0.48,0.5,0.56,0.87,0.81
s: 5
t: 1.066
c: 7
mem: 0.0

i: 0.24,0.35,0.48,0.5,0.31,0.19,0.31
s: 3
t: 0.762
c: 6
mem: 0.0

i: 0.23,0.32,0.48,0.5,0.55,0.25,0.35
s: 3
t: 0.875
c: 6
mem: 0.0

i: 0.68,0.82,0.48,0.5,0.38,0.65,0.56
s: 5
t: 0.547
c: 6
mem: 0.0

i: 0.7,0.64,0.48,0.5,0.47,0.51,0.47
s: 4
t: 0.392
c: 6
mem: 0.0

i: 0.71,0.52,0.48,0.5,0.64,1.0,0.99
s: 4
t: 1.080
c: 7
mem: 0.0

i: 0.66,0.53,0.48,0.5,0.59,0.66,0.66
s: 5
t: 1.028
c: 7
mem: 0.0

i: 0.34,0.42,0.48,0.5,0.41,0.34,0.43
s: 3
t: 0.798
c: 6
mem: 0.0

i: 0.27,0.3,0.48,0.5,0.71,0.28,0.39
s: 3
t: 0.720
c: 6
mem: 0.0

i: 0.47,0.29,0.48,0.5,0.51,0.33,0.43
s: 3
t: 0.760
c: 6
mem: 0.0

i: 0.64,0.84,0.48,0.5,0.37,0.45,0.4
s: 4
t: 0.543
c: 6
mem: 0.0

i: 0.84,0.44,0.48,0.5,0.48,0.71,0.74
s: 4
t: 1.575
c: 7
mem: 0.0

i: 0.16,0.43,0.48,0.5,0.54,0.27,0.37
s: 2
t: 0.900
c: 6
mem: 0.0

i: 0.04,0.31,0.48,0.5,0.41,0.29,0.39
s: 3
t: 0.860
c: 6
mem: 0.0

i: 0.5,0.37,0.48,0.5,0.66,0.64,0.69
s: 3
t: 1.268
c: 7
mem: 0.0

i: 0.31,0.44,0.48,0.5,0.5,0.79,0.82
s: 3
t: 1.258
c: 7
mem: 0.0

i: 0.64,0.76,0.48,0.5,0.45,0.35,0.38
s: 3
t: 0.833
c: 6
mem: 0.0

i: 0.63,0.47,0.48,0.5,0.51,0.82,0.84
s: 4
t: 1.061
c: 7
mem: 0.0

i: 0.24,0.43,0.48,0.5,0.37,0.28,0.38
s: 3
t: 0.888
c: 6
mem: 0.0

i: 0.74,0.82,0.48,0.5,0.49,0.49,0.41
s: 4
t: 0.526
c: 6
mem: 0.0

i: 0.68,0.67,0.48,0.5,0.49,0.4,0.34
s: 4
t: 0.573
c: 6
mem: 0.0

i: 0.4,0.35,0.48,0.5,0.45,0.33,0.42
s: 3
t: 0.700
c: 6
mem: 0.0

i: 0.51,0.46,0.48,0.5,0.58,0.31,0.41
s: 3
t: 0.701
c: 6
mem: 0.0

i: 0.18,0.3,0.48,0.5,0.46,0.24,0.35
s: 3
t: 0.827
c: 6
mem: 0.0

i: 0.0,0.38,0.48,0.5,0.42,0.48,0.55
s: 4
t: 0.726
c: 6
mem: 0.0

i: 0.76,0.73,0.48,0.5,0.44,0.39,0.39
s: 4
t: 0.584
c: 6
mem: 0.0

i: 0.79,0.41,0.48,0.5,0.66,0.81,0.83
s: 3
t: 0.929
c: 6
mem: 0.0

i: 0.66,0.71,0.48,0.5,0.41,0.5,0.35
s: 4
t: 0.521
c: 6
mem: 0.0

i: 0.35,0.48,0.48,0.5,0.56,0.4,0.48
s: 3
t: 0.815
c: 6
mem: 0.0

i: 0.65,0.51,0.48,0.5,0.66,0.54,0.33
s: 4
t: 0.290
c: 6
mem: 0.0

i: 0.59,0.61,0.48,0.5,0.42,0.42,0.37
s: 4
t: 0.631
c: 6
mem: 0.0

i: 0.61,0.6,0.48,0.5,0.44,0.39,0.38
s: 5
t: 0.624
c: 6
mem: 0.0

i: 0.47,0.59,0.48,0.5,0.52,0.76,0.79
s: 3
t: 1.279
c: 7
mem: 0.0

i: 0.64,0.66,0.48,0.5,0.41,0.39,0.2
s: 4
t: 0.537
c: 6
mem: 0.0

i: 0.38,0.3,0.48,0.5,0.43,0.29,0.39
s: 3
t: 0.930
c: 6
mem: 0.0

i: 0.25,0.37,0.48,0.5,0.41,0.33,0.42
s: 3
t: 0.916
c: 6
mem: 0.0

i: 0.69,0.39,0.48,0.5,0.57,0.76,0.79
s: 5
t: 1.155
c: 7
mem: 0.0

i: 0.46,0.59,0.48,0.5,0.36,0.76,0.23
s: 3
t: 1.292
c: 7
mem: 0.0

i: 0.17,0.52,0.48,0.5,0.49,0.37,0.46
s: 3
t: 0.761
c: 6
mem: 0.0

i: 0.63,0.49,0.48,0.5,0.79,0.45,0.28
s: 4
t: 0.309
c: 6
mem: 0.0

i: 0.63,0.75,0.48,0.5,0.64,0.73,0.66
s: 4
t: 1.530
c: 7
mem: 0.0

i: 0.33,0.47,0.48,0.5,0.53,0.18,0.29
s: 3
t: 0.774
c: 6
mem: 0.0

i: 0.67,0.7,0.48,0.5,0.46,0.45,0.33
s: 4
t: 0.587
c: 6
mem: 0.0

i: 0.63,0.65,0.48,0.5,0.66,0.67,0.71
s: 4
t: 1.659
c: 7
mem: 0.0

i: 0.5,0.49,0.48,0.5,0.49,0.46,0.53
s: 4
t: 0.813
c: 6
mem: 0.0

i: 0.34,0.28,0.48,0.5,0.41,0.35,0.44
s: 3
t: 0.921
c: 6
mem: 0.0

i: 0.41,0.51,0.48,0.5,0.58,0.2,0.31
s: 4
t: 0.732
c: 6
mem: 0.0

i: 0.63,0.86,0.48,0.5,0.39,0.47,0.34
s: 4
t: 0.519
c: 6
mem: 0.0

i: 0.24,0.34,0.48,0.5,0.38,0.3,0.4
s: 3
t: 0.898
c: 6
mem: 0.0

i: 0.74,0.47,0.48,0.5,0.5,0.57,0.42
s: 4
t: 0.607
c: 6
mem: 0.0

i: 0.61,0.52,0.48,0.5,0.54,0.67,0.52
s: 4
t: 1.510
c: 7
mem: 0.0

i: 0.26,0.5,0.48,0.5,0.44,0.32,0.41
s: 3
t: 0.732
c: 6
mem: 0.0

i: 0.71,0.71,0.48,0.5,0.4,0.54,0.39
s: 4
t: 0.614
c: 6
mem: 0.0

i: 0.52,0.36,0.48,0.5,0.41,0.28,0.38
s: 3
t: 0.885
c: 6
mem: 0.0

i: 0.89,0.55,0.48,0.5,0.51,0.72,0.76
s: 4
t: 1.562
c: 7
mem: 0.0

i: 0.67,0.84,0.48,0.5,0.74,0.54,0.37
s: 4
t: 0.309
c: 6
mem: 0.0

i: 0.4,0.5,0.48,0.5,0.65,0.82,0.84
s: 3
t: 1.278
c: 7
mem: 0.0

i: 0.52,0.54,0.48,0.5,0.62,0.76,0.79
s: 4
t: 1.178
c: 7
mem: 0.0

i: 0.31,0.23,0.48,0.5,0.73,0.05,0.14
s: 3
t: 0.783
c: 6
mem: 0.0

i: 0.36,0.41,0.48,0.5,0.48,0.47,0.54
s: 3
t: 0.813
c: 6
mem: 0.0

i: 0.43,0.39,0.48,0.5,0.47,0.31,0.41
s: 3
t: 0.872
c: 6
mem: 0.0

i: 0.2,0.46,0.48,0.5,0.57,0.78,0.81
s: 3
t: 1.369
c: 7
mem: 0.0

i: 0.72,0.46,0.48,0.5,0.51,0.66,0.7
s: 4
t: 1.609
c: 7
mem: 0.0

i: 0.29,0.28,0.48,0.5,0.44,0.23,0.34
s: 3
t: 0.863
c: 6
mem: 0.0

i: 0.69,0.66,0.48,0.5,0.41,0.5,0.25
s: 4
t: 0.611
c: 6
mem: 0.0

i: 0.77,0.55,0.48,0.5,0.51,0.78,0.74
s: 3
t: 0.906
c: 6
mem: 0.0

i: 0.4,0.42,0.48,0.5,0.37,0.27,0.27
s: 3
t: 0.890
c: 6
mem: 0.0

i: 0.6,0.76,1.0,0.5,0.77,0.59,0.52
s: 5
t: 0.400
c: 7
mem: 0.0

i: 0.35,0.51,0.48,0.5,0.61,0.71,0.74
s: 4
t: 1.498
c: 7
mem: 0.0

i: 0.69,0.43,0.48,0.5,0.59,0.74,0.77
s: 4
t: 0.796
c: 6
mem: 0.0

i: 0.42,0.35,0.48,0.5,0.58,0.15,0.27
s: 3
t: 0.837
c: 6
mem: 0.0

i: 0.7,0.53,0.48,0.5,0.7,0.86,0.87
s: 5
t: 0.710
c: 6
mem: 0.0

i: 0.22,0.43,0.48,0.5,0.48,0.16,0.28
s: 3
t: 0.868
c: 6
mem: 0.0

i: 0.52,0.57,0.48,0.5,0.42,0.47,0.54
s: 3
t: 0.941
c: 6
mem: 0.0

i: 0.49,0.42,0.48,0.5,0.53,0.79,0.81
s: 3
t: 1.273
c: 7
mem: 0.0

i: 0.74,0.78,0.48,0.5,0.75,0.54,0.15
s: 4
t: 0.219
c: 6
mem: 0.0

i: 0.71,0.4,0.48,0.5,0.71,0.7,0.74
s: 4
t: 1.494
c: 7
mem: 0.0

i: 0.45,0.4,0.48,0.5,0.61,0.74,0.77
s: 3
t: 1.362
c: 7
mem: 0.0

i: 0.48,0.41,0.48,0.5,0.51,0.9,0.88
s: 3
t: 1.248
c: 7
mem: 0.0

