vars: 2176
clauses: 11429
i: 0.52,0.39,0.48,0.5,0.65,0.71,0.73
s: 3
t: 0.562
c: 7
mem: 256.0

i: 0.36,0.56,0.48,0.5,0.43,0.45,0.53
s: 3
t: 0.404
c: 6
mem: 448.0

i: 0.88,0.42,0.48,0.5,0.52,0.73,0.75
s: 4
t: 0.504
c: 6
mem: 16.0

i: 0.17,0.39,0.48,0.5,0.53,0.3,0.39
s: 3
t: 0.494
c: 6
mem: 304.0

i: 0.69,0.67,0.48,0.5,0.3,0.39,0.24
s: 4
t: 0.309
c: 6
mem: 400.0

i: 0.64,0.46,0.48,0.5,0.48,0.73,0.76
s: 4
t: 0.362
c: 6
mem: 896.0

i: 0.54,0.57,0.48,0.5,0.56,0.81,0.83
s: 3
t: 0.526
c: 7
mem: 336.0

i: 0.43,0.37,0.48,0.5,0.53,0.35,0.44
s: 3
t: 0.398
c: 6
mem: 160.0

i: 0.31,0.47,0.48,0.5,0.29,0.28,0.39
s: 3
t: 0.426
c: 6
mem: 16.0

i: 0.55,0.47,0.48,0.5,0.57,0.78,0.8
s: 4
t: 0.522
c: 7
mem: 240.0

i: 0.78,0.68,0.48,0.5,0.83,0.4,0.29
s: 4
t: 0.140
c: 6
mem: 64.0

i: 0.26,0.4,0.48,0.5,0.36,0.26,0.37
s: 3
t: 0.452
c: 6
mem: 80.0

i: 0.67,0.39,0.48,0.5,0.36,0.38,0.46
s: 4
t: 0.482
c: 6
mem: 208.0

i: 0.0,0.51,0.48,0.5,0.35,0.67,0.44
s: 3
t: 0.713
c: 7
mem: 320.0

i: 0.63,0.71,0.48,0.5,0.6,0.4,0.39
s: 5
t: 0.327
c: 6
mem: 304.0

i: 0.74,0.44,0.48,0.5,0.55,0.88,0.89
s: 4
t: 0.565
c: 7
mem: 176.0

i: 0.33,0.45,0.48,0.5,0.45,0.88,0.89
s: 3
t: 0.606
c: 7
mem: 112.0

